Year,Award,Name 1,Name 2,Won
1948,Best Scoring of a Dramatic or Comedy Picture,Alfred Newman,Captain from Castile,0
1948,Best Scoring of a Dramatic or Comedy Picture,David Raksin,Forever Amber,0
1948,Best Scoring of a Dramatic or Comedy Picture,Max Steiner,Life with Father,0
1948,Best Scoring of a Musical Picture,Alfred Newman,Mother Wore Tights,1
1948,Best Scoring of a Musical Picture,Johnny Green,Fiesta,0
1948,Best Scoring of a Musical Picture,,My Wild Irish Rose,0
1948,Best Scoring of a Musical Picture,Robert Emmett Dolan,Road to Rio,0
1948,Best Scoring of a Musical Picture,,Song of the South,0
1948,Best Original Song,,Song of the South,1
1948,Best Original Song,,"The Time, the Place and the Girl",0
1948,Best Original Song,The Perils of Pauline,"""I Wish I Didn't Love You So"" from",0
1948,Best Original Song,Good News,"""Pass That Peace Pipe"" from",0
1948,Best Original Song,Mother Wore Tights,"""You Do"" from",0
1948,Best Sound Recording,Gordon E. Sawyer,The Bishop's Wife,1
1948,Best Sound Recording,Douglas Shearer,Green Dolphin Street,0
1948,Best Sound Recording,Jack Whitney,T-Men,0
1948,"Best Art Direction  – Set Decoration, Black-and-White",Art Direction:,Great Expectations,1
1948,"Best Art Direction  – Set Decoration, Black-and-White",Art Direction:,The Foxes of Harrow,0
1948,"Best Art Direction  – Set Decoration, Color",,Black Narcissus,1
1948,"Best Art Direction  – Set Decoration, Color",Art Direction:,Life with Father,0
1948,"Best Cinematography, Black-and-White",Guy Green,Great Expectations,1
1948,"Best Cinematography, Black-and-White",Charles Lang,The Ghost and Mrs. Muir,0
1948,"Best Cinematography, Black-and-White",George J. Folsey,Green Dolphin Street,0
1948,"Best Cinematography, Color",Jack Cardiff,Black Narcissus,1
1948,"Best Cinematography, Color",,Life with Father,0
1948,"Best Cinematography, Color",Harry Jackson,Mother Wore Tights,0
1948,Best Film Editing,,Body and Soul,1
1948,Best Film Editing,Monica Collingwood,The Bishop's Wife,0
1948,Best Film Editing,Harmon Jones,Gentleman's Agreement,0
1948,Best Film Editing,George White,Green Dolphin Street,0
1948,Best Film Editing,Fergus McDonell,Odd Man Out,0
1948,Best Special Effects,,Green Dolphin Street,1
1948,Best Special Effects,Farciot Edouart,Unconquered,0
1991,Best Picture,,Dances with Wolves,1
1991,Best Picture,,Awakenings,0
1991,Best Picture,"Lisa Weinstein, producer",Ghost,0
1991,Best Picture,Francis Ford Coppola,The Godfather Part III,0
1991,Best Picture,Irwin Winkler,Goodfellas,0
1991,Best Director,Dances with Wolves,Kevin Costner,1
1991,Best Director,The Godfather Part III,Francis Ford Coppola,0
1991,Best Director,Goodfellas,Martin Scorsese,0
1991,Best Director,The Grifters,Stephen Frears,0
1991,Best Director,Reversal of Fortune,Barbet Schroeder,0
1991,Best Actor,Reversal of Fortune,Jeremy Irons,1
1991,Best Actor,Dances with Wolves,Kevin Costner,0
1991,Best Actor,Awakenings,Robert De Niro,0
1991,Best Actor,Cyrano de Bergerac,Gérard Depardieu,0
1991,Best Actor,The Field,Richard Harris,0
1991,Best Actress,Misery,Kathy Bates,1
1991,Best Actress,The Grifters,Anjelica Huston,0
1991,Best Actress,Pretty Woman,Julia Roberts,0
1991,Best Actress,Postcards from the Edge,Meryl Streep,0
1991,Best Actress,Mr. and Mrs. Bridge,Joanne Woodward,0
1991,Best Supporting Actor,Goodfellas,Joe Pesci,1
1991,Best Supporting Actor,Longtime Companion,Bruce Davison,0
1991,Best Supporting Actor,The Godfather Part III,Andy García,0
1991,Best Supporting Actor,Dances with Wolves,Graham Greene,0
1991,Best Supporting Actor,Dick Tracy,Al Pacino,0
1991,Best Supporting Actress,Ghost,Whoopi Goldberg,1
1991,Best Supporting Actress,The Grifters,Annette Bening,0
1991,Best Supporting Actress,Goodfellas,Lorraine Bracco,0
1991,Best Supporting Actress,Wild at Heart,Diane Ladd,0
1991,Best Supporting Actress,Dances with Wolves,Mary McDonnell,0
1991,Best Screenplay Written Directly for the Screen,Bruce Joel Rubin,Ghost,1
1991,Best Screenplay Written Directly for the Screen,Woody Allen,Alice,0
1991,Best Screenplay Written Directly for the Screen,Barry Levinson,Avalon,0
1991,Best Screenplay Written Directly for the Screen,Peter Weir,Green Card,0
1991,Best Screenplay Written Directly for the Screen,Whit Stillman,Metropolitan,0
1991,Best Screenplay Based on Material from Another Medium,Michael Blake,Dances with Wolves,1
1991,Best Screenplay Based on Material from Another Medium,Steven Zaillian,Awakenings,0
1991,Best Screenplay Based on Material from Another Medium,,Goodfellas,0
1991,Best Screenplay Based on Material from Another Medium,Donald E. Westlake,The Grifters,0
1991,Best Screenplay Based on Material from Another Medium,Nicholas Kazan,Reversal of Fortune,0
1991,Best Foreign Language Film,(,Journey of Hope,1
1991,Best Foreign Language Film,(,Cyrano de Bergerac,0
1991,Best Foreign Language Film,(,Ju Dou,0
1991,Best Foreign Language Film,(,The Nasty Girl,0
1991,Best Foreign Language Film,(,Open Doors,0
1991,Best Documentary Feature,,American Dream,1
1991,Best Documentary Feature,Mark Kitchell,Berkeley in the Sixties,0
1991,Best Documentary Feature,,Building Bombs,0
1991,Best Documentary Feature,Judith Montell,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,0
1991,Best Documentary Feature,,Waldo Salt: A Screenwriter's Journey,0
1991,Best Documentary Short Subject,Steven Okazaki,Days of Waiting,1
1991,Best Documentary Short Subject,Kit Thomas,Burning Down Tomorrow,0
1991,Best Documentary Short Subject,,Chimps: So Like Us,0
1991,Best Documentary Short Subject,Derek Bromhall,Journey into Life: The World of the Unborn,0
1991,Best Documentary Short Subject,,Rose Kennedy: A Life to Remember,0
1991,Best Live Action Short Film,Adam Davidson,The Lunch Date,1
1991,Best Live Action Short Film,,12:01 PM,0
1991,Best Live Action Short Film,,Bronx Cheers,0
1991,Best Live Action Short Film,,Dear Rosie,0
1991,Best Live Action Short Film,,Senzeni Na? (What Have We Done?),0
1991,Best Animated Short Film,Nick Park,Creature Comforts,1
1991,Best Animated Short Film,Nick Park,A Grand Day Out,0
1991,Best Animated Short Film,Bruno Bozzetto,Grasshoppers (Cavallette),0
1991,Best Original Score,John Barry,Dances with Wolves,1
1991,Best Original Score,Randy Newman,Avalon,0
1991,Best Original Score,Maurice Jarre,Ghost,0
1991,Best Original Score,Dave Grusin,Havana,0
1991,Best Original Score,John Williams,Home Alone,0
1991,Best Original Song,,Dick Tracy,1
1991,Best Original Song,,Young Guns II,0
1991,Best Original Song,Postcards from the Edge,"""I'm Checkin' Out"" from",0
1991,Best Original Song,,The Godfather Part III,0
1991,Best Original Song,,Home Alone,0
1991,Best Sound,,Dances with Wolves,1
1991,Best Sound,,Days of Thunder,0
1991,Best Sound,,Dick Tracy,0
1991,Best Sound,,The Hunt for Red October,0
1991,Best Sound,,Total Recall,0
1991,Best Sound Effects Editing,,The Hunt for Red October,1
1991,Best Sound Effects Editing,,Flatliners,0
1991,Best Sound Effects Editing,Stephen Hunter Flick,Total Recall,0
1991,Best Art Direction,Art Direction:,Dick Tracy,1
1991,Best Art Direction,Art Direction:,Cyrano de Bergerac,0
1991,Best Art Direction,Art Direction:,Dances with Wolves,0
1991,Best Art Direction,Art Direction:,The Godfather Part III,0
1991,Best Art Direction,Art Direction:,Hamlet,0
1991,Best Makeup,,Dick Tracy,1
1991,Best Makeup,,Cyrano de Bergerac,0
1991,Best Makeup,,Edward Scissorhands,0
1991,Best Costume Design,Franca Squarciapino,Cyrano de Bergerac,1
1991,Best Costume Design,Gloria Gresham,Avalon,0
1991,Best Costume Design,Elsa Zamparelli,Dances with Wolves,0
1991,Best Costume Design,Milena Canonero,Dick Tracy,0
1991,Best Costume Design,Maurizio Millenotti,Hamlet,0
1991,Best Cinematography,Dean Semler,Dances with Wolves,1
1991,Best Cinematography,Allen Daviau,Avalon,0
1991,Best Cinematography,Vittorio Storaro,Dick Tracy,0
1991,Best Cinematography,Gordon Willis,The Godfather Part III,0
1991,Best Cinematography,Philippe Rousselot,Henry & June,0
1991,Best Film Editing,Neil Travis,Dances with Wolves,1
1991,Best Film Editing,Walter Murch,Ghost,0
1991,Best Film Editing,,The Godfather Part III,0
1991,Best Film Editing,Thelma Schoonmaker,Goodfellas,0
1991,Best Film Editing,,The Hunt for Red October,0
1940,Outstanding Production,David O. Selznick,Gone With the Wind,1
1940,Outstanding Production,David Lewis,Dark Victory,0
1940,Outstanding Production,Victor Saville,"Goodbye, Mr. Chips",0
1940,Outstanding Production,Leo McCarey,Love Affair,0
1940,Outstanding Production,Frank Capra,Mr. Smith Goes to Washington,0
1940,Outstanding Production,Sidney Franklin,Ninotchka,0
1940,Outstanding Production,Lewis Milestone,Of Mice and Men,0
1940,Outstanding Production,Walter Wanger,Stagecoach,0
1940,Outstanding Production,Mervyn LeRoy,The Wizard of Oz,0
1940,Outstanding Production,Samuel Goldwyn,Wuthering Heights,0
1940,Best Director,Gone With the Wind,Victor Fleming,1
1940,Best Director,"Goodbye, Mr. Chips",Sam Wood,0
1940,Best Director,Mr. Smith Goes to Washington,Frank Capra,0
1940,Best Director,Stagecoach,John Ford,0
1940,Best Director,Wuthering Heights,William Wyler,0
1940,Best Actor,"Goodbye, Mr. Chips",Robert Donat,1
1940,Best Actor,Gone With the Wind,Clark Gable,0
1940,Best Actor,Wuthering Heights,Laurence Olivier,0
1940,Best Actor,Babes in Arms,Mickey Rooney,0
1940,Best Actor,Mr. Smith Goes to Washington,James Stewart,0
1940,Best Actress,Gone With the Wind,Vivien Leigh,1
1940,Best Actress,Dark Victory,Bette Davis,0
1940,Best Actress,Love Affair,Irene Dunne,0
1940,Best Actress,Ninotchka,Greta Garbo,0
1940,Best Actress,"Goodbye, Mr. Chips",Greer Garson,0
1940,Best Supporting Actor,Stagecoach,Thomas Mitchell,1
1940,Best Supporting Actor,Juarez,Brian Aherne,0
1940,Best Supporting Actor,Mr. Smith Goes to Washington,Harry Carey,0
1940,Best Supporting Actor,Beau Geste,Brian Donlevy,0
1940,Best Supporting Actor,Mr. Smith Goes to Washington,Claude Rains,0
1940,Best Supporting Actress,Gone With the Wind,Hattie McDaniel,1
1940,Best Supporting Actress,Gone with the Wind,,0
1940,Best Supporting Actress,Wuthering Heights,Geraldine Fitzgerald,0
1940,Best Supporting Actress,Drums Along the Mohawk,Edna May Oliver,0
1940,Best Supporting Actress,Love Affair,Maria Ouspenskaya,0
1940,Best Story,Lewis R. Foster,Mr. Smith Goes to Washington,1
1940,Best Story,Felix Jackson,Bachelor Mother,0
1940,Best Story,,Love Affair,0
1940,Best Story,Melchior Lengyel,Ninotchka,0
1940,Best Story,Lamar Trotti,Young Mr. Lincoln,0
1940,Best Screenplay,Sidney Howard,Gone With the Wind,1
1940,Best Screenplay,,"Goodbye, Mr. Chips",0
1940,Best Screenplay,Sidney Buchman,Mr. Smith Goes to Washington,0
1940,Best Screenplay,,Ninotchka,0
1940,Best Screenplay,,Wuthering Heights,0
1940,"Best Live Action Short Film, One-Reel",Paramount Pictures,Busy Little Bears,1
1940,"Best Live Action Short Film, One-Reel",RKO Radio,Information Please,0
1940,"Best Live Action Short Film, One-Reel",MGM,Prophet Without Honor,0
1940,"Best Live Action Short Film, One-Reel",Warner Bros.,Sword Fishing,0
1940,"Best Live Action Short Film, Two-Reel",Warner Bros.,Sons of Liberty,1
1940,"Best Live Action Short Film, Two-Reel",MGM,Drunk Driving,0
1940,"Best Live Action Short Film, Two-Reel",RKO Radio,Five Times Five,0
1940,Best Animated Short Film,,The Ugly Duckling,1
1940,Best Animated Short Film,Warner Bros.,Detouring America,0
1940,Best Animated Short Film,MGM,Peace on Earth,0
1940,Best Animated Short Film,,The Pointer,0
1940,Best Scoring,,Stagecoach,1
1940,Best Scoring,,Babes in Arms,0
1940,Best Scoring,Charles Previn,First Love,0
1940,Best Scoring,,The Great Victor Herbert,0
1940,Best Scoring,Alfred Newman,The Hunchback of Notre Dame,0
1940,Best Scoring,Lou Forbes,Intermezzo,0
1940,Best Scoring,Dimitri Tiomkin,Mr. Smith Goes to Washington,0
1940,Best Scoring,Aaron Copland,Of Mice and Men,0
1940,Best Scoring,Erich Wolfgang Korngold,The Private Lives of Elizabeth and Essex,0
1940,Best Scoring,Cy Feuer,She Married a Cop,0
1940,Best Scoring,Louis Silvers,Swanee River,0
1940,Best Scoring,Alfred Newman,They Shall Have Music,0
1940,Best Scoring,Victor Young,Way Down South,0
1940,Best Original Score,Herbert Stothart,The Wizard of Oz,1
1940,Best Original Score,Max Steiner,Dark Victory,0
1940,Best Original Score,Werner Janssen,Eternally Yours,0
1940,Best Original Score,Victor Young,Golden Boy,0
1940,Best Original Score,Max Steiner,Gone With the Wind,0
1940,Best Original Score,Victor Young,Gulliver's Travels,0
1940,Best Original Score,,The Man in the Iron Mask,0
1940,Best Original Score,Victor Young,Man of Conquest,0
1940,Best Original Score,Anthony Collins,Nurse Edith Cavell,0
1940,Best Original Score,Aaron Copland,Of Mice and Men,0
1940,Best Original Score,Alfred Newman,The Rains Came,0
1940,Best Original Score,Alfred Newman,Wuthering Heights,0
1940,Best Song,,The Wizard of Oz,1
1940,Best Song,,,0
1940,Best Song,,,0
1940,Best Song,,,0
1940,Best Sound Recording,Bernard B. Brown,When Tomorrow Comes,1
1940,Best Sound Recording,Douglas Shearer,Balalaika,0
1940,Best Sound Recording,Thomas T. Moulton,Gone With the Wind,0
1940,Best Sound Recording,A. W. Watkins,"Goodbye, Mr. Chips",0
1940,Best Sound Recording,Loren L. Ryder,The Great Victor Herbert,0
1940,Best Sound Recording,John O. Aalberg,The Hunchback of Notre Dame,0
1940,Best Sound Recording,Charles L. Lootens,Man of Conquest,0
1940,Best Sound Recording,John P. Livadary,Mr. Smith Goes to Washington,0
1940,Best Sound Recording,Elmer Raguse,Of Mice and Men,0
1940,Best Sound Recording,Nathan Levinson,The Private Lives of Elizabeth and Essex,0
1940,Best Sound Recording,Edmund H. Hansen,The Rains Came,0
1940,Best Art Direction,Lyle R. Wheeler,Gone With the Wind,1
1940,Best Art Direction,,Beau Geste,0
1940,Best Art Direction,Charles D. Hall,Captain Fury,0
1940,Best Art Direction,,First Love,0
1940,Best Art Direction,,Love Affair,0
1940,Best Art Direction,John Victor Mackay,Man of Conquest,0
1940,Best Art Direction,Lionel Banks,Mr. Smith Goes to Washington,0
1940,Best Art Direction,Anton Grot,The Private Lives of Elizabeth and Essex,0
1940,Best Art Direction,,The Rains Came,0
1940,Best Art Direction,Alexander Toluboff,Stagecoach,0
1940,Best Art Direction,,The Wizard of Oz,0
1940,Best Art Direction,James Basevi,Wuthering Heights,0
1940,"Best Cinematography, Black and White",Gregg Toland,Wuthering Heights,1
1940,"Best Cinematography, Black and White",Bert Glennon,Stagecoach,0
1940,"Best Cinematography, Color",,Gone With the Wind,1
1940,"Best Cinematography, Color",,The Private Lives of Elizabeth and Essex,0
1940,Best Film Editing,,Gone With the Wind,1
1940,Best Film Editing,Charles Frend,"Goodbye, Mr. Chips",0
1940,Best Film Editing,,Mr. Smith Goes to Washington,0
1940,Best Film Editing,Barbara McLean,The Rains Came,0
1940,Best Film Editing,,Stagecoach,0
1940,Best Special Effects,,The Rains Came,1
1940,Best Special Effects,,Gone With the Wind,0
1940,Best Special Effects,,Only Angels Have Wings,0
1940,Best Special Effects,,The Private Lives of Elizabeth and Essex,0
1940,Best Special Effects,Roy Seawright,Topper Takes a Trip,0
1940,Best Special Effects,,Union Pacific,0
1940,Best Special Effects,,The Wizard of Oz,0
1990,Best Picture,,Driving Miss Daisy,1
1990,Best Picture,,Born on the Fourth of July,0
1990,Best Picture,,Dead Poets Society,0
1990,Best Picture,,Field of Dreams,0
1990,Best Picture,Noel Pearson,My Left Foot,0
1990,Best Director,Born on the Fourth of July,Oliver Stone,1
1990,Best Director,Crimes and Misdemeanors,Woody Allen,0
1990,Best Director,Dead Poets Society,Peter Weir,0
1990,Best Director,Henry V,Kenneth Branagh,0
1990,Best Director,My Left Foot,Jim Sheridan,0
1990,Best Actor,My Left Foot,Daniel Day-Lewis,1
1990,Best Actor,Henry V,Kenneth Branagh,0
1990,Best Actor,Born on the Fourth of July,Tom Cruise,0
1990,Best Actor,Driving Miss Daisy,Morgan Freeman,0
1990,Best Actor,Dead Poets Society,Robin Williams,0
1990,Best Actress,Driving Miss Daisy,,1
1990,Best Actress,Camille Claudel,Isabelle Adjani,0
1990,Best Actress,Shirley Valentine,Pauline Collins,0
1990,Best Actress,Music Box,Jessica Lange,0
1990,Best Actress,The Fabulous Baker Boys,Michelle Pfeiffer,0
1990,Best Supporting Actor,Glory,Denzel Washington,1
1990,Best Supporting Actor,Do the Right Thing,Danny Aiello,0
1990,Best Supporting Actor,Driving Miss Daisy,Dan Aykroyd,0
1990,Best Supporting Actor,A Dry White Season,,0
1990,Best Supporting Actor,Crimes and Misdemeanors,,0
1990,Best Supporting Actress,My Left Foot,Brenda Fricker,1
1990,Best Supporting Actress,"Enemies, A Love Story",Anjelica Huston,0
1990,Best Supporting Actress,"Enemies, A Love Story",Lena Olin,0
1990,Best Supporting Actress,Steel Magnolias,Julia Roberts,0
1990,Best Supporting Actress,Parenthood,Dianne Wiest,0
1990,Best Screenplay Written Directly for the Screen,Tom Schulman,Dead Poets Society,1
1990,Best Screenplay Written Directly for the Screen,Woody Allen,Crimes and Misdemeanors,0
1990,Best Screenplay Written Directly for the Screen,Spike Lee,Do the Right Thing,0
